Event ID,Title,Description,Event Type,Event DateTime,Duration (min),Location,Special?
855660,The Birds,"In The Birds, acclaimed Indigenous playwright Yvette Nolan has potently adapted Aristophanes’ classic comedy that follows two humans seeking freedom and a better way of life as they travel to the fabled land of birds. Soon they begin to recreate this newfound paradise in their image on Turtle Island, with no regard for the land's original occupants. Nolan’s adaptation examines the Indigenous / settler relationship and respect for the land with insightful wit and lasting resonance. The guest director is award-winning director, Reneltta Arluk. Featuring students from JMU’s School of Theatre and Dance. BUY SUBSCRIPTION   BUY SINGLE TICKETS   Price  Regular: $20  Subscriber: $18  JMU Fac/Staff: $19  Senior (62+): $19  Students: $13  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, box office (in person at 147 Warsaw Ave. or by phone at 540.568.7000).   Seating: General Admission   Patron Policies",Performance,4/14/2024 2:00:00 PM,0,"Forbes Center, Studio Theatre",False
885171,VSA Duke Bowl,,Recreational Event,4/14/2024 3:15:00 PM,195,UPark Turf Field A,False
880484,Rescored Concert,,Concert,4/14/2024 4:30:00 PM,90,Wilson Hall Auditorium,False
882249,Practicing Self-Compassion,,Workshop,4/14/2024 5:00:00 PM,60,"Student Success Center, 3240",False
865111,Friendly Foods: Gluten &amp; Dairy Free ,  Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,4/14/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
858438,Catholic Campus Ministry Mass,,Religious Activity,4/14/2024 9:00:00 PM,75,Festival Highlands Room,False
885337,Emulating Life: A Guided Meditation and Sound-Healing Immersion,,Workshop,4/15/2024 9:00:00 AM,60,"The Union, Warren 419 (The Serenity Center)",False
877731,Cope60,Cope60 offers the quickest way to learn evidence-based strategies and practice skills to reduce stress symptoms and increase relaxation.This 60-minute workshop allows you to practice and learn a variety of skills while gaining valuable information including:  - Breathing techniques to decrease stress and increase focus  - Muscle relaxation  - Strategies to recognize and challenge unhelpful thoughts  - Grounding techniques  - Stress management resources,Workshop,4/15/2024 10:00:00 AM,60,"Student Success Center, Counseling Center, 3105",False
852752,Spring 2024 Sociology and Anthropology Symposium,,Special Event,4/15/2024 11:00:00 AM,360,Success Center 1075,False
885513,Unpaid Internship Scholarship Q&amp;A,Come with questions regarding the Unpaid Internship Scholarship. This will be an open session for anyone seeking more information about the scholarship or has questions about their applications.,Webinar,4/15/2024 11:30:00 AM,60,"Virtual Events,",False
885227,Stress &amp; Anxiety Management,,Workshop,4/15/2024 1:00:00 PM,60,Success Center 4049,False
877732,Anxiety Toolbox (Part 1),"Anxiety Toolbox offers one of the quickest ways to access evidence-based strategies and interventions to reduce anxiety symptoms. This series consists of three 50-minute structured workshops that build on the information shared in each part:  Part 1 assists with understanding your anxiety, introduces controlled breathing for slowing down and disrupting the experience of anxiety and provides information to assist with healthy sleep.",Workshop,4/15/2024 1:45:00 PM,60,"Student Success Center, Counseling Center, 3105",False
885399,Libraries Student Forum,"Join us for an open Libraries Student Forum! All students are welcome to this event to ask questions about Libraries issues, voice your concerns, or bring thoughts and ideas. This town hall-style meeting in Rose Library room 3311 will be a chance for Libraries staff to hear your voices and get feedback on Libraries topics like the future Carrier Library, affordable textbooks, and more! Light snacks provided.Questions? Reach out to Kerry at scanneka@jmu.edu.",Outreach,4/15/2024 4:00:00 PM,60,Rose Library,False
879606,Mending Hour,Did you tear a hole in your favorite pants? Got a shirt you want cropped or a cute dress that’s just a little too long? Lost a button? Bring your clothes that could use a little attention and we’ll work together to fix them up. All supplies provided! Held in The Makery in Rose Library. No registration required. Just drop by between 4 and 5 p.m. during one of our Mending Hours dates!,Workshop,4/15/2024 4:00:00 PM,60,Rose Library Makery (1st Floor),False
885336,Emulating Life: A Guided Meditation and Sound-Healing Immersion,,Workshop,4/15/2024 5:00:00 PM,60,"The Union, Warren 419 (The Serenity Center)",False
865817,Springtime Eats , Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,4/15/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
877507,Maddy Night Live Show!,,Performance,4/15/2024 7:00:00 PM,150,"The Union, TDU Stage",False
884031,Alpha Sigma Phi Talent Show,,Performance,4/15/2024 7:30:00 PM,120,Memorial Hall 4110 (Auditorium),False
885567,Green Dot Action Day,,Information Table,4/16/2024 10:00:00 AM,270,UREC Van 662,False
883417,Green Dot Action Day,,Wellness,4/16/2024 11:00:00 AM,180,Warner Commons 4,False
867563,Intuitive Eating Workshop-Part 1,,Wellness -- UHC,4/16/2024 12:00:00 PM,60,Success Center 1075,False
885228,Living with ADHD,,Workshop,4/16/2024 2:00:00 PM,60,Success Center 4049,False
874924,Sewing 101, Walk through a simple sewing project using the sewing machines at the The Makery in Rose Library. All supplies provided! This is not a series—you’ll want to sign up for one of the available dates. ,Workshop,4/16/2024 2:30:00 PM,90,Rose Library Makery (1st Floor),False
872277,Softball vs. Longwood (Double Header),,Competition - Athletic,4/16/2024 3:00:00 PM,270,Veteran Memorial Softball Stadium,False
885364,Sound-Healing 101 at the Arboretum," Sound-healing is an ancient healing-modality consisting of various instruments (voice, gongs, copper/crystal bowls & tuning forks) to create detoxifying, harmonizing and connective frequencies which the body, mind and spirit synchronize with. Sound-healing is especially helpful to connect with and release stuck feelings and thoughts.  With the guidance of an experienced sound-healer we will: explore the basics of playing copper sound bowls, learn how to channel our voice for sound-healing, integrate sounds around you and explore forest-bath meditations together. We will meet at the Pavilion and walk to the sycamore flats area together.  Free, no registration required, all levels welcomed and copper sound-bowls are provided, and feel free to bring your own instrument! ",Workshop,4/16/2024 3:00:00 PM,60,Pavilion,False
885273,Gallery Opening,,Art Exhibit,4/16/2024 4:00:00 PM,60,"The Union, Warren 2nd Floor Gallery",False
884341,FSL x Tim Miller Volleyball Event,,Special Event,4/16/2024 4:30:00 PM,240,UPark Sand Volleyball Court #2,False
884342,FSL x Tim Miller Volleyball Event,,Recreational Event,4/16/2024 4:30:00 PM,240,UPark Sand Volleyball Court #1,False
877678,Earth Month Book Launch with Sofia Samatar &amp; Greg Wrenn,,Speaker,4/16/2024 5:30:00 PM,90,Wilson Hall Auditorium,False
868229,Learn Outdoor Cooking Basics,   Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,4/16/2024 6:00:00 PM,120,UREC Courtyard East,False
868195,Learn to Belay and Climb,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,4/16/2024 6:00:00 PM,120,UREC Adventure Instruction (Room 135),False
865823,Springtime Sweets , Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,4/16/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
885233,Meet The Poodles!,,Outreach,4/16/2024 7:00:00 PM,120,Festival Conference Room 2,False
858476,Chi Alpha Tuesday Night Live,,Religious Activity,4/16/2024 8:00:00 PM,90,Festival Highlands Room,False
855675,JMU Jazz Ensemble,"Under the direction of Dr. Chuck Dotas, the JMU Jazz Ensemble was founded in 1971 and is the premier jazz group in the School of Music at JMU. The ensemble has performed at the Kennedy Center for the Performing Arts’ Terrace Theater, Montreux International Jazz and Blues Festival, North Sea Jazz Festival and VMEA annual convention. The JMU Jazz Ensemble has been featured with the U.S. Navy Commodores Jazz Ensemble and U.S. Air Force Airmen of Note Jazz Ensemble and at the East Coast Jazz Festival in Rockville, Maryland. The ensemble has performed with renowned artists like Bobby McFerrin and esteemed jazz vocalist Sheila Jordan.   BUY SINGLE TICKETS   Price  Regular: $12  JMU Fac/Staff: $10  Senior (62+): $10  Students: $5  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, box office (in person at 147 Warsaw Ave. or by phone at 540.568.7000).   Seating: Reserved   Patron Policies",Concert,4/16/2024 8:00:00 PM,0,"Forbes Center, Concert Hall",False
870179,Tuesday Night Trivia,,Social,4/16/2024 8:00:00 PM,120,"The Union, TDU Stage",False
862738,Younglife College,,Social,4/16/2024 8:00:00 PM,60,"The Union, Taylor 405",False
853230,Farmers Market,,Special Event,4/17/2024 9:00:00 AM,420,The Union Patio 1,False
883937,Pie-A- Relay and Pie - A - Brother The Society,,Fundraising / Philanthropy,4/17/2024 11:00:00 AM,180,Warner Commons 4,False
883231,Pie a Phi,,Fundraising / Philanthropy,4/17/2024 12:00:00 PM,180,Warner Commons 6,False
853233,Tea Time,,Social,4/17/2024 3:00:00 PM,120,The Union 3rd Floor Lounge,False
874700,Science and Math Learning Center Tutoring East Campus Student Services,,Instruction,4/17/2024 3:30:00 PM,240,EnGeo 0303 ,False
883634,Mocktail Mixology ,,Information Session,4/17/2024 5:00:00 PM,90,"The Union, Taylor 306",False
868217,Learn to Climb,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,4/17/2024 6:00:00 PM,90,UREC Adventure Instruction (Room 135),False
884303,Delta Desserts,,Fundraising / Philanthropy,4/17/2024 6:30:00 PM,120,Hillside Field,False
876370,Practicing Presence in Plain Sight: A Collaborative Meditation with Dr. Mark Gabriele,,Wellness,4/17/2024 6:30:00 PM,60,"The Union, Warren 419 (The Serenity Center)",False
865818,Springtime Eats , Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,4/17/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
877679,Dancing with the Phi Sig,,Special Event,4/17/2024 7:00:00 PM,120,Grafton-Stovall Theatre,False
854639,DEEP Impact Dialogue: Celebrating APIDA Heritage Month,,Workshop,4/17/2024 7:00:00 PM,120,Success Center 1075,False
881253,Karaoke with UPB,,Special Event,4/17/2024 7:00:00 PM,120,"The Union, TDU Stage",False
855676,JMU Jazz Band ,"The JMU Jazz Band was founded in 1971 and is under the direction of Greg Thomas; membership in this ensemble is determined via audition each semester. JMU jazz groups have performed at the Kennedy Center for the Performing Arts’ Terrace Theater, Montreux International Jazz and Blues Festival, North Sea Jazz Festival and VMEA annual convention.    BUY SINGLE TICKETS   Price  Regular: $12  JMU Fac/Staff: $10  Senior (62+): $10  Students: $5  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, box office (in person at 147 Warsaw Ave. or by phone at 540.568.7000).   Seating: Reserved   Patron Policies",Concert,4/17/2024 8:00:00 PM,0,"Forbes Center, Concert Hall",False
858638,RUF Large Group,,Religious Activity,4/17/2024 8:00:00 PM,120,"The Union, Taylor 405",False
885338,Emulating Life: A Guided Meditation and Sound-Healing Immersion,,Workshop,4/18/2024 9:00:00 AM,60,"The Union, Warren 419 (The Serenity Center)",False
884339,UCC Headshots," The UCC Media Team hosts weekly, free photo sessions. They'll take a few professional headshots (photos) that can be used anywhere you need a good profile photo (i.e. Linkedin profile, Handshake profile, website, online portfolio, etc.) and send them back promptly.Please contact Rose Guo at guozx@jmu.edu if you have any additional questions.",Photo,4/18/2024 10:30:00 AM,60,"Holland Yates Hall,",False
854726,Crafternoon,,Social,4/18/2024 12:00:00 PM,180,The Union Patio 1,False
874684,"Science and Math Learning Center Tutoring, East Campus Services",,Instruction,4/18/2024 2:00:00 PM,300,EnGeo 0303 ,False
853238,Lifetime Learning Institute Guest Speaker,,Speaker,4/18/2024 4:00:00 PM,60,Wilson Hall Auditorium,False
885339,Emulating Life: A Guided Meditation and Sound-Healing Immersion,,Workshop,4/18/2024 5:00:00 PM,60,"The Union, Warren 419 (The Serenity Center)",False
879376,Anxiety Toolbox,,Workshop,4/18/2024 5:30:00 PM,60,Miller Hall 2170,False
868205,Learn to Boulder,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,4/18/2024 6:00:00 PM,90,UREC Adventure Instruction (Room 135),False
865824,Springtime Sweets , Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,4/18/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
853240,Underground Sound Concert Series ,,Concert,4/18/2024 6:30:00 PM,90,"The Union, TDU Stage",False
883207,Pathfinders: Intent Based Leadership Workshop,,Workshop,4/18/2024 7:00:00 PM,60,"The Union, Taylor 304",False
868244,Learn to Kayak Roll,,Recreational Event,4/18/2024 9:00:00 PM,120,UREC Pool (Lane 1),False
881471,The Tortured Poets Department Listening Party,,Special Event,4/18/2024 11:00:00 PM,150,"The Union, TDU Stage",False
